Income,Age,Dependents,Occupation,City_Tier,Rent,Loan_Repayment,Insurance,Groceries,Transport,Eating_Out,Entertainment,Utilities,Healthcare,Education,Miscellaneous,Desired_Savings_Percentage,Desired_Savings,Disposable_Income,Potential_Savings_Groceries,Potential_Savings_Transport,Potential_Savings_Eating_Out,Potential_Savings_Entertainment,Potential_Savings_Utilities,Potential_Savings_Healthcare,Potential_Savings_Education,Potential_Savings_Miscellaneous
20706.82234,31,0,Student,Tier_3,3106.02335,0,1031.783366,3037.268327,1459.275062,451.4112394,785.2896337,1548.075002,819.0986805,0,410.0265115,8.353298903,1729.702763,8058.571162,503.5558892,392.3204978,35.42872265,230.3297643,262.8873699,38.33570055,0,77.80170304
20668.55739,31,4,Professional,Tier_2,4133.711478,0,754.4485693,2597.3988,1123.038045,878.8794914,643.1505177,1408.90489,1019.246091,1506.356603,483.8114522,8.245344141,1704.193686,6119.611453,554.2005571,267.3011289,119.5698251,123.9569205,271.593064,1.498783495,29.69579812,94.487766
36407.22336,54,3,Retired,Tier_1,10922.16701,4583.248323,970.7868243,4685.673101,2503.094431,1328.961973,822.8832107,2335.941359,1153.748093,1940.1282,570.1235762,7.534437635,2743.079539,4590.467261,445.7033427,190.1080916,346.3105752,85.13048778,474.0086841,40.96936102,85.02915054,40.63252308
6492.016466,22,3,Retired,Tier_3,973.8024698,0,184.2433408,955.4994258,494.8241919,309.239688,229.8259065,471.8695443,222.648418,590.0480388,179.089302,7.151721193,464.2909174,1880.92614,180.4713076,38.25459153,59.82853565,49.16050539,60.74243966,3.924078125,20.41794475,46.55923852
7547.852726,39,4,Self_Employed,Tier_2,1509.570545,0,330.1888107,1032.727434,568.2360359,266.4384249,277.4655546,510.5954048,235.7124857,521.9763337,133.4865208,5.461341856,412.2140402,2161.455175,208.1129957,114.5886579,72.17353434,77.91914053,97.97092863,2.984988736,4.878914052,36.83948609
19132.09628,45,2,Student,Tier_2,3826.419256,2525.405342,590.192701,2515.723512,1164.06776,661.7513297,660.7490157,1159.580984,919.4335322,1442.91231,461.5081431,8.017728052,1533.95945,3204.352395,323.1398578,108.9068552,183.1182671,101.1282263,314.585174,17.26750798,66.98641522,92.36556012
13342.20722,62,4,Retired,Tier_2,2668.441444,2540.481211,352.8857323,1920.104094,961.3796911,622.272257,331.7045334,985.6345344,531.5572946,1043.2012,286.2550555,8.140559552,1086.130324,1098.290171,568.1685635,205.1819435,154.8389223,96.39822268,263.2269614,20.00306314,5.415723956,61.40401027
38574.64702,21,4,Professional,Tier_2,7714.929404,0,1838.336035,5126.823467,2614.478029,1267.553419,1802.739439,2081.389525,1196.044202,3475.97678,843.8000303,6.911498006,2666.08596,10612.57669,862.8540911,202.7827854,217.6594,113.2194217,435.1034273,6.837142834,41.43475988,179.7965828
14509.13021,55,4,Student,Tier_1,4352.739064,829.4411882,438.5973652,1506.254004,811.7024918,515.5836354,414.2340655,766.3425241,656.6499363,1449.957542,285.0184593,7.236589771,1049.966233,2482.609938,384.1777399,194.041156,34.81600319,99.83971043,55.81290721,7.778122498,41.55951679,84.82563386
9692.519676,46,0,Professional,Tier_2,1938.503935,0,217.5854168,1306.540654,562.1006412,396.0600612,427.9080997,723.6405654,305.6529262,0,155.4592027,5.219912412,505.9410376,3659.068174,138.1669474,102.740833,118.0366866,69.69419437,66.63931998,3.066947208,0,19.67796409
96903.57353,54,4,Retired,Tier_2,19380.71471,9481.168345,3585.068553,14257.02911,6271.717336,2829.045122,3879.579166,4066.692964,3956.928477,6227.466415,2131.733194,13.54510108,13125.68699,20836.43014,4013.466052,1649.685482,584.6449842,200.1314173,451.5412987,191.9106208,295.4211016,404.0358754
25042.54908,52,4,Self_Employed,Tier_2,5008.509816,2898.038657,914.2196079,3170.687116,1947.499843,1098.406426,839.5857771,1321.022444,1066.040319,1470.45441,407.4696262,5.74796722,1439.437512,4900.615035,859.6465376,335.6085001,218.412946,161.419673,355.0943306,50.17765114,33.30681622,70.78943574
31665.25254,37,0,Student,Tier_1,9499.575763,0,1034.490352,4019.467417,2180.715805,1373.34327,876.0805909,1686.598171,1579.077124,0,623.5628839,6.835440261,2164.459421,8792.341167,1182.457704,273.2016102,126.6630304,262.0927141,294.8154156,39.03024915,0,186.744313
9596.503685,52,4,Retired,Tier_2,1919.300737,0,320.4467697,1092.984106,627.3781679,429.7159277,379.4526456,515.084522,417.0735139,540.6901459,258.7191058,5.448952951,522.9089708,3095.658044,309.5839338,86.11208776,72.5419845,52.31736099,142.5416636,6.437847778,15.95087074,21.09644023
19408.11353,52,3,Retired,Tier_1,5822.43406,2832.160281,516.1169284,2486.690885,1346.562801,956.5912293,930.2938672,1041.328625,592.6318283,1604.703741,452.332979,6.115565684,826.2663089,826.2663089,541.4079949,254.9510193,119.9445486,170.2642133,120.8468495,19.9305672,79.48131803,109.042396
32783.83155,37,3,Professional,Tier_2,6556.766311,0,946.6248572,4815.609782,1788.105197,1519.466235,1452.262952,1557.937253,1175.053534,2225.123853,973.8822862,9.373867595,3073.112962,9772.999293,322.6906618,491.9481589,258.4907492,293.8992388,192.6126454,35.0532383,68.57070081,251.9692085
11946.07198,19,4,Student,Tier_2,2389.214396,0,413.2962933,1363.786116,641.8882526,475.9294007,497.3062495,699.2782704,404.4367492,782.1353155,130.9715017,5.612336085,670.4537084,4147.829434,322.0201748,62.93116791,133.3835002,111.3621131,101.6290778,19.8722155,0.222671001,15.69137497
40518.38397,35,0,Retired,Tier_3,6077.757596,0,1992.037987,6013.173481,3205.856924,1070.64494,1146.628221,2250.439911,1221.912561,0,1073.101333,14.79317815,5993.956723,16466.83102,1338.342817,502.8882402,77.73719005,271.5279871,266.6055532,47.51461011,0,61.60053196
18554.01912,47,4,Self_Employed,Tier_2,3710.803824,1192.224566,916.6385447,2512.974366,1393.711338,674.6884967,773.1859706,1169.736312,795.0787047,1575.382088,416.6017449,9.664288344,1793.113907,3422.993164,338.6905983,399.9961276,151.1168906,189.3826196,128.2083689,29.77119665,31.67614216,111.9064925
23756.17227,59,4,Student,Tier_2,4751.234454,0,537.2630762,2635.306938,1579.259696,597.5939205,1039.084352,1446.638182,1068.194935,2353.880176,325.897742,6.324263653,1502.402968,7421.818799,597.5836062,234.6806721,134.0189617,290.2032339,358.2035317,17.57331556,88.56586706,56.37203232
18538.17449,46,1,Professional,Tier_2,3707.634898,3359.642815,874.8366655,2506.825232,1186.580174,729.4581326,409.2610161,946.0427259,746.6548569,1722.130244,294.4647046,9.354603436,1734.172708,2054.643023,265.5062899,183.9417473,106.787428,122.6999713,203.0842053,36.23497576,78.84775081,46.56161096
132028.78,56,2,Self_Employed,Tier_3,19804.317,0,4383.838679,15998.74706,7954.561502,5733.445751,4929.443916,6807.523511,5860.840405,8512.724039,2002.055125,18.53360417,24469.69148,50041.28302,904.968164,699.2380819,1558.122557,691.3179751,750.9684626,62.94282448,412.5915621,308.4239855
29677.80921,39,0,Retired,Tier_1,8903.342763,2892.435495,1002.336183,3838.256762,1959.413291,769.2249688,1051.781979,1756.559456,1046.757915,0,397.7327098,5.147627122,1527.702956,6059.967686,247.5280431,272.6480522,224.4910223,173.6328884,418.8748349,20.99941201,0,106.3047301
12871.66828,46,2,Retired,Tier_2,2574.333655,0,396.1775991,1841.395268,1013.270536,281.0616754,564.1075295,877.6437329,556.8798035,1265.063406,347.8518107,8.855788874,1139.887767,3153.88326,247.208582,227.2439001,69.43503212,50.97246846,231.9928351,24.28178385,47.1828149,81.46716898
57929.87987,63,1,Retired,Tier_2,11585.97597,0,2686.893738,6416.198652,3010.576965,1164.427792,2301.159082,3995.595493,1886.006529,5289.476465,772.6338095,13.17360471,7631.453385,18820.93537,1643.505304,786.3300505,117.4257703,636.8629981,808.8785639,89.25147521,14.97984763,161.4568921
11296.83346,27,2,Retired,Tier_2,2259.366692,0,380.8780398,1382.734509,763.5608692,553.7724504,456.4327258,701.8728695,503.3062445,804.2786784,202.7395859,8.674647262,979.9604545,3287.890795,307.0543835,98.82645231,28.28327485,73.61808955,67.23855161,13.69979185,9.803052023,60.74955516
35455.8499,37,4,Professional,Tier_3,5318.377485,2757.064142,715.1543199,4322.425757,2783.748507,951.3330878,1212.454582,2596.988338,1666.032616,1978.031359,976.5241076,5.763676551,2043.560506,10177.7156,833.334569,148.9793208,199.4576859,110.1909103,301.2261637,6.410821424,39.53298907,260.5138762
6255.501287,33,3,Self_Employed,Tier_2,1251.100257,867.8104018,300.6452722,841.2850982,457.474951,234.3452184,301.5197616,459.1638219,244.8792957,380.3940065,123.6200872,6.422917426,401.7856823,793.2631154,100.035911,107.949177,19.49653313,32.06788489,81.00160548,2.67967734,9.441739655,7.554992877
10367.21624,23,0,Student,Tier_3,1555.082436,736.930902,510.304786,1072.111538,763.019588,292.2436127,237.3097382,787.9990008,468.3183371,0,106.2513572,6.30326826,653.4734506,3837.644943,142.4342307,189.3829398,31.76272637,32.6055812,177.3414959,13.02718724,0,10.65196775
35117.03605,34,0,Retired,Tier_1,10535.11082,0,1157.887023,3839.294624,2433.646604,1225.257607,905.5224203,2256.477899,1563.448786,0,1015.762863,5.370887108,1886.096362,10184.62741,1009.954035,457.1033601,176.9618448,163.234921,188.0092418,61.25758915,0,256.2731242
54161.51742,23,4,Self_Employed,Tier_1,16248.45523,5389.560329,1791.865911,6609.118734,4218.097163,1305.236358,2483.219612,3827.446057,1742.975214,4771.630362,599.7103813,10.87808083,5174.202076,5174.202076,597.3892013,499.9990288,97.72632758,573.7912648,199.1449413,41.12435577,100.8065357,143.3747617
34408.10017,39,2,Self_Employed,Tier_2,6881.620033,0,706.2374993,4377.812936,2682.867688,1174.115621,821.5414574,2050.949738,1117.515855,3379.478908,612.8273354,9.171556342,3155.758293,10603.13309,1070.41306,594.5181913,252.9941281,46.4334893,333.1472696,32.58447872,48.71684327,92.03687957
27348.96692,35,0,Self_Employed,Tier_3,4102.345039,0,712.5386443,2794.207491,1792.021436,1316.557404,836.4614788,1834.628383,1129.630102,0,682.7811706,5.602286678,1532.167531,12147.79578,250.687608,268.0326242,233.2684387,143.6162903,161.1059687,4.601140773,0,44.29105505
23578.00828,49,1,Self_Employed,Tier_2,4715.601657,0,556.5254456,2880.502788,1706.688999,1147.911971,492.8129124,1880.170473,893.562024,1435.078937,669.4745259,9.960479693,2348.482727,7199.678551,740.9350643,221.9724907,95.27035265,26.85848428,528.2643922,37.15113494,65.33323058,114.6215472
9192.425129,45,1,Professional,Tier_2,1838.485026,1648.011479,403.241129,1204.570197,732.103232,299.6273518,299.4625476,696.370564,390.4797661,880.1314001,257.6184471,9.68439914,542.3239893,542.3239893,136.6320556,136.5112888,72.14696623,73.14327908,76.74135186,4.134574382,35.24752852,70.16007976
16866.37534,59,2,Self_Employed,Tier_2,3373.275067,2840.341225,598.1333945,1801.122489,1070.345096,666.2477533,731.2256257,1038.863513,584.3486352,1000.928453,183.923243,9.650204211,1627.639663,2977.620841,316.1447361,285.4171391,168.3260998,100.239574,63.54142697,13.37408603,39.59018401,28.94332565
20752.90766,27,1,Professional,Tier_3,3112.936149,0,595.2010403,2533.620085,1260.470156,813.8300704,1008.457452,1548.436451,778.7897021,1985.126355,525.8927933,8.233863171,1708.76602,6590.147403,671.0363516,104.4819634,182.5375214,56.97131883,356.9434589,32.23893833,23.96420016,33.84084887
69888.084,58,3,Professional,Tier_1,20966.4252,0,3336.291258,9572.315455,3724.988473,2735.514604,2271.866921,2813.686378,2620.609335,6124.9864,1935.463243,13.35823958,9335.817698,13785.93673,1239.316477,845.0511874,610.0544026,179.865907,584.920852,26.8916724,302.0811432,516.7097743
39491.75885,39,4,Retired,Tier_2,7898.351769,0,1555.326447,4126.187598,2765.2255,1423.67675,922.6150985,1731.282886,1322.000913,2299.322159,595.7981922,7.636387836,3015.743869,14851.97153,895.1125955,665.3594231,139.5597839,239.2101295,314.7918989,0.95972586,2.615430188,57.39091423
7321.134171,45,0,Student,Tier_2,1464.226834,674.6892292,352.1432049,959.0680672,396.8785379,241.7838503,161.0635593,576.1683929,285.3744235,0,76.27123793,6.812590883,498.7589191,2133.466834,73.99895495,76.63143096,56.46505286,44.33341096,72.0074592,4.977074633,0,21.05469868
38879.40038,32,4,Student,Tier_2,7775.880076,0,1074.129484,4633.066829,2588.914399,983.0521309,1420.985123,2168.053988,1411.693638,2562.38881,1042.480635,5.675364549,2206.547706,13218.75527,515.9523285,741.5568809,232.9112691,82.9654117,299.2762238,21.95606979,101.4192843,145.2622128
22046.00833,60,2,Self_Employed,Tier_2,4409.201666,2490.265351,1013.987599,2701.407678,1142.207731,821.0070541,894.4036105,1267.373354,671.8313943,1918.14494,242.6978104,6.093389982,1343.349263,4473.480141,300.5889421,176.113878,238.6333612,64.86276861,83.76484893,31.95082794,77.76357671,43.21947864
17455.58721,46,4,Self_Employed,Tier_1,5236.676163,0,796.7561425,2060.140503,1393.73427,365.7331652,382.1548318,774.7367269,821.50942,1605.989531,274.6453094,6.108047011,1066.195473,3743.511148,309.4635764,139.5842741,105.1204953,54.25370728,47.62690806,39.18482973,52.72166405,58.4938864
48937.22786,24,0,Student,Tier_3,7340.584179,6173.577293,2295.837656,5099.505377,3419.165909,2342.882005,2009.741161,2740.588118,2284.2675,0,1077.685516,11.24768183,5504.303686,14153.39314,1298.972756,759.5589752,190.8921717,599.7645971,536.0628669,80.85764607,0,319.3654389
68442.7069,51,0,Student,Tier_2,13688.54138,9243.340535,3047.279903,8891.693,3535.360755,3298.87917,2383.718097,4927.439609,2414.475506,0,1400.586962,13.50230505,9241.343067,15611.39198,646.8976018,835.5742249,477.7895258,393.0960453,817.2683676,26.43394805,0,395.2199174
63194.76573,49,2,Professional,Tier_2,12638.95315,0,2792.234045,7662.303958,4519.100463,3080.397338,2395.131619,3687.743188,2341.207379,5067.908018,1221.791973,13.03747007,8238.998667,17787.9946,905.2784362,355.2653154,319.879167,698.2667578,220.9412627,55.82516919,40.44475576,85.11493386
15330.17891,19,0,Self_Employed,Tier_2,3066.035781,0,697.0642117,2176.943579,1046.603467,336.9095113,738.8277534,682.5469699,757.0732334,0,300.0669052,9.175217528,1406.577262,5528.107493,283.1543681,237.80188,61.76021016,182.0869516,87.82364861,14.78419415,0,86.20411067
23425.55407,43,1,Student,Tier_1,7027.666222,2226.88042,1098.158466,3200.361402,1660.42586,736.0448385,599.8252655,1763.193999,1032.461327,2095.566661,504.1045722,7.909420206,1480.865042,1480.865042,454.7694293,343.5265332,41.1779256,101.1235361,150.0409981,13.82319627,46.90274469,100.7126627
39103.34944,62,4,Student,Tier_2,7820.669888,0,1279.176477,5043.77682,2907.961679,1609.319664,924.5125989,2894.054948,1800.874796,3364.604694,456.3524966,5.671345792,2217.686163,11002.04538,1217.826121,621.0363888,365.7128789,273.1571305,405.6802921,75.51438333,48.01180847,96.59694652
65472.7145,28,3,Professional,Tier_2,13094.5429,0,1739.623432,7322.75003,4659.706071,1770.702327,3042.792289,3519.55169,2326.276459,5264.067656,1497.538537,13.72219782,8984.295399,21235.16311,1730.946749,261.078558,146.8613342,484.0852746,374.3942099,99.14083432,241.2928493,431.9124637
20447.44614,42,3,Retired,Tier_2,4089.489227,0,453.1908292,2541.016218,1126.607972,905.6748479,857.3724401,1251.020538,951.6792208,1830.86894,497.9936169,5.298558352,1083.419865,5942.532286,528.8352241,251.2022828,185.6005349,110.342845,124.1230185,44.54927498,52.62505328,96.12287474
25859.29732,36,3,Professional,Tier_2,5171.859463,0,730.6290816,3591.496787,1500.233089,700.5994066,736.9516886,1792.215918,1201.776698,1539.016031,359.5327856,9.348148772,2417.365584,8534.986368,476.9778396,236.8230064,166.1885351,38.37338818,97.73259962,35.72155684,34.81104349,37.49313895
12380.58355,37,2,Student,Tier_3,1857.087532,1610.899785,568.1169787,1310.759993,688.4013175,261.6422423,305.9491041,918.7008854,601.6007644,927.3808673,204.7587926,9.156462743,1133.62352,3125.285286,179.8181698,39.59479017,58.26083688,46.68158454,207.5921222,14.95520487,20.09182966,42.19252245
11521.69849,50,3,Self_Employed,Tier_2,2304.339697,1912.459955,575.0822765,1220.527893,821.282331,340.2846943,483.5450423,906.1356236,558.9452775,721.3857316,238.4427734,5.55798496,640.374269,1439.26719,327.9845756,136.6026494,28.75358068,108.4533809,136.3676575,23.4834092,15.65149865,41.42237052
57467.41202,34,4,Retired,Tier_2,11493.4824,8786.605014,1878.728831,6376.481645,3566.095673,1853.024783,1270.234044,3999.646688,2054.331203,3769.716192,592.2302512,10.2691906,5901.438072,11826.83529,574.2947769,825.6383953,546.1630495,90.45977683,603.860448,51.78793997,71.86607671,88.19332693
88782.48633,47,0,Professional,Tier_1,26634.7459,0,3022.106423,12812.86412,4607.540091,2448.975763,2167.956392,3851.450273,4132.20361,0,1782.348005,11.99818832,10652.2899,27322.29575,3460.457984,317.2642301,453.9121523,623.9192346,455.0749671,185.8748161,0,433.9783546
28320.59517,35,1,Retired,Tier_1,8496.17855,0,900.0632648,3552.68416,1829.552312,1018.188332,1358.739689,1487.130068,1083.415211,1559.001327,408.617701,7.922013793,2243.561455,6627.024552,196.0090913,381.7380034,194.8023944,302.5958658,351.7125851,21.35331483,53.14785474,59.26251061
66955.19739,49,3,Retired,Tier_2,13391.03948,12898.36643,2445.7184,9963.131504,4248.921973,2279.557805,2558.958261,4079.74382,2548.771268,5497.393229,1952.400347,13.71808757,5091.194874,5091.194874,731.2631996,1094.859834,533.0806991,421.0799713,980.32129,115.3554314,66.68838802,455.9367144
40065.12286,57,3,Professional,Tier_1,12019.53686,3437.467199,1375.856389,5780.86859,2679.451492,2000.655923,864.9995272,1953.839331,1895.959044,2634.522772,477.4129846,10.20877294,4090.157422,4944.552749,1151.756582,522.4055135,208.0769808,258.9306224,103.636579,11.33473041,33.0502698,116.8369502
17905.3863,62,3,Self_Employed,Tier_2,3581.077259,0,725.5182723,1996.970705,1385.988244,845.7836258,861.5701941,1080.290144,853.9780172,1159.585274,303.9358834,7.050593468,1262.435997,5110.688678,411.706753,210.2723669,70.95311623,98.29269804,137.3268944,8.321291272,47.26583952,41.07602332
40057.41765,21,1,Student,Tier_3,6008.612647,6078.130006,1131.229868,5980.36683,2974.449366,1853.964799,1286.168717,2869.593637,1609.198543,3873.877163,798.5290425,13.13048688,5259.73397,5593.29703,799.0764732,527.4636081,406.4189063,95.18328551,573.254286,80.30270656,132.2731704,169.910324
102680.9528,49,4,Student,Tier_2,20536.19055,19761.32749,3295.010154,12785.34472,7471.971279,2304.442362,4855.340893,6328.408093,3410.523093,6922.769514,1204.601606,24.39496935,13805.02299,13805.02299,928.1537742,566.0190644,201.7485744,435.1274305,1535.705091,106.5483653,294.287154,232.7228029
29152.37983,36,3,Self_Employed,Tier_2,5830.475967,0,935.144889,4183.831592,1637.961789,859.4263059,1197.841084,2319.365638,931.3790571,2780.703647,723.1929527,7.927152257,2310.953536,7753.056911,913.0435532,235.5861146,214.1588448,116.9928122,543.0531694,46.11098778,60.82612114,36.65461716
104890.013,20,0,Retired,Tier_1,31467.00391,6756.652739,3100.594962,12984.32307,8099.085218,3415.259083,3890.046471,8022.532518,5070.912025,0,1187.839951,17.57909031,18438.71012,20895.76309,3799.944894,1621.288257,745.9136877,365.093231,1661.84985,218.1226309,0,134.6964319
3689.169254,55,2,Self_Employed,Tier_1,1106.750776,495.4111707,162.1279367,543.4453727,225.0943616,150.516127,170.2448759,244.3524166,174.1519551,186.8338918,83.45057979,8.279952129,146.78979,146.78979,85.63538562,64.09586848,20.41000259,15.12425007,61.76353935,4.955065099,5.752308864,23.77594129
57900.11583,45,1,Retired,Tier_1,17370.03475,11444.46584,2096.455402,7942.672949,3662.132761,2816.307979,2288.619858,4065.14545,2260.957432,3600.365467,1202.610918,13.44156064,0,-849.6529705,1571.819375,906.4790386,834.655161,636.2151829,1172.461369,94.77331419,78.91077211,181.277457
32163.589,55,4,Professional,Tier_2,6432.717799,1904.557434,1183.613331,4065.138571,1640.399671,1491.345203,725.951558,1709.83506,1217.404715,2345.354174,435.9694216,5.613131666,1805.384599,9011.302058,925.736035,472.5707971,324.2156201,198.2992424,180.2355231,60.09224174,43.98780676,65.51919137
23617.58357,23,0,Retired,Tier_2,4723.516715,0,643.216122,3188.200315,1642.412631,781.0120299,655.3070862,1328.2322,744.2494591,0,359.5998674,7.651601266,1807.123324,9551.837148,367.4527594,377.1392884,164.6150406,81.05350131,315.8988263,6.544176167,0,104.3595765
32285.10579,57,1,Student,Tier_1,9685.531738,3371.917633,1056.335364,3594.598058,2527.656316,655.1781454,780.1401595,1296.763627,1181.999229,3174.521849,689.1816785,9.177844849,2963.076919,4271.281995,591.8978966,334.496952,70.38963042,230.8426744,311.7870999,34.88017453,16.26424394,165.3200519
6117.431078,34,1,Student,Tier_2,1223.486216,383.8683816,185.6000418,873.2405105,353.3844235,250.1181677,195.2397759,453.0273026,196.7885037,314.1341305,159.5119855,7.821658468,478.484566,1529.031639,165.7666248,54.84557439,57.70084656,29.28665502,29.83699141,1.822767293,13.23667127,43.35219923
25165.14423,59,2,Retired,Tier_2,5033.028845,3469.485867,1188.598742,2860.213544,1424.720061,1090.722278,968.4531776,1988.17829,1198.343812,1757.400929,259.6605928,6.37486968,1604.245149,3926.338087,711.180307,275.3641639,98.25186561,245.4945392,545.9292381,12.3066229,24.30433795,30.70736259
39920.3987,22,2,Student,Tier_2,7984.07974,7102.199332,843.7064473,5176.884618,2228.134768,1878.379756,1142.6352,2105.529007,1930.572959,2590.427755,860.0316941,5.977531958,2386.25459,6077.817425,1167.165976,170.4721331,514.1088323,77.83890872,617.1241735,7.318047066,104.9950671,134.9648385
97857.52727,36,4,Self_Employed,Tier_2,19571.50545,0,2470.998705,14635.82855,5794.542796,2144.705486,4002.812888,4257.250386,2988.603205,9185.091959,1921.167314,10.46395692,10239.7695,30885.02052,3005.215189,1190.740829,135.4469453,298.2873264,1040.471261,7.229381701,18.42161984,513.7213146
19817.81354,60,3,Retired,Tier_1,5945.344062,1710.10644,789.0705249,2034.251007,1433.45702,860.8232776,927.4462342,1211.913616,909.9187875,1872.465509,571.4955126,5.972224798,1183.564375,1551.52155,176.1180689,261.0501637,150.9349832,226.9114827,285.6616258,39.11144806,88.50348844,151.1795616
15711.65038,59,2,Self_Employed,Tier_2,3142.330075,1266.930849,599.3969412,1706.878705,1182.717022,444.4970426,591.3678157,899.055221,749.4427214,1026.434906,294.1085176,9.900118081,1555.47194,3808.49056,169.2176702,309.7504267,101.7198163,76.81666061,219.6111301,9.916735552,32.68169245,55.56462815
20081.35448,52,4,Student,Tier_2,4016.270896,0,832.2004497,2697.788696,1445.167112,943.0306561,674.9063049,920.7045672,788.4478615,1878.337762,566.3838522,9.616178996,1931.058992,5318.116323,775.1096976,185.0587368,172.6590011,56.80808154,86.0908879,33.68259557,57.48199685,109.3770685
62397.11721,39,1,Self_Employed,Tier_3,9359.567582,8081.245454,1332.969471,8226.475617,3698.093463,2269.872269,1919.549796,4147.941736,2241.640963,5064.318607,1560.964115,13.36846441,8341.536405,14494.47814,2216.931034,374.4237878,349.9449986,533.9975716,317.9924157,89.30531922,249.7287936,228.5714945
39024.83621,41,3,Retired,Tier_1,11707.45086,4031.548581,1813.749468,5315.63425,2716.790172,1061.098821,1038.228774,2710.483386,1789.24393,2707.706642,772.7642332,5.129483136,2001.772392,3360.137092,288.5640217,398.3455446,198.1062135,94.05852561,767.5110849,80.16308033,11.83039262,86.23856258
19636.4831,27,0,Self_Employed,Tier_2,3927.29662,0,941.1589509,1982.786437,1337.528556,958.8480456,512.7852919,981.2593965,728.3598873,0,212.718829,7.190465289,1411.954501,8053.741086,493.611074,299.1572042,186.5076489,45.80351787,256.5474964,27.90426064,0,36.69466413
45232.29524,19,1,Self_Employed,Tier_1,13569.68857,7866.640734,1965.577171,6066.899047,2926.367477,2231.073946,1125.548611,3237.048055,1634.428725,3858.715109,1272.664711,10.32388619,0,-522.3569192,1595.161587,791.8180723,663.2123705,185.4453242,820.8958881,3.678724338,131.6050754,266.6314592
32422.72031,45,4,Student,Tier_2,6484.544062,0,818.4410429,4768.254915,2125.864144,1548.146898,1095.61817,1834.020698,1376.861228,1918.640164,932.694533,6.632452207,2150.421429,9519.634455,254.924143,620.1855476,309.3092196,195.5160084,284.109292,34.61919921,51.67488527,260.562892
